"requirement_id","category","status","requirement_ar","implementation_trace","test_or_verification","acceptance_or_gap"
"FR-CLI-006","Functional","Implemented","يجب أن يعرض تفاصيل العميل وجهات اتصاله ومشاريعه المصرح بها فقط، دون عرض قوالب فواتير كقسم تابع.","`ClientController@show`","`ClientContactCrudTest.php`, اختبارات نطاق القوالب","AC-DIR-001…002"
"FR-CLI-007","Functional","Implemented","يجب أن يسمح بإضافة جهة اتصال نشطة إلى عميل قابل للإدارة.","`ContactPolicy.php`, `SaveContactRequest.php`","`ClientContactCrudTest.php`","AC-DIR-001…002"
"FR-CLI-008","Functional","Implemented","يجب أن يسمح بجهة أساسية واحدة فعالة لكل عميل، ويلغي صفة الأساسية عن البقية عند تعيين واحدة جديدة.","`ContactController.php`","`ClientContactCrudTest.php`","AC-DIR-001…002"
"FR-CLI-009","Functional","Implemented","يجب أن يمنع تعيين جهة غير نشطة كجهة أساسية.","`SaveContactRequest.php`","`ClientContactCrudTest.php`","AC-DIR-001…002"
"FR-CLI-010","Functional","Implemented","يجب أن تؤرشف جهة الاتصال بتعطيلها وإزالة صفة الأساسية، وأن تسمح باستعادتها.","`ContactController.php`","`ClientContactCrudTest.php`","AC-DIR-001…002"
"FR-DASH-001","Functional","Implemented","يجب أن تعرض اللوحة عدد المشاريع النشطة والمهام المتأخرة والقريبة خلال 7 أيام والمشاريع ذات مخاطرة عالية.","`DashboardController.php`","`DashboardTest.php`, `DashboardDrilldownTest.php`","AC-DASH-001"
"FR-DASH-002","Functional","Implemented","يجب ألا تدخل المشاريع أو المهام غير المرئية أو المؤرشفة في مؤشرات المستخدم.","`Project::visibleTo`, `DashboardController.php`","`DashboardTest.php`","AC-DASH-001"
"FR-DASH-003","Functional","Implemented","يجب أن تعرض حتى 8 مشاريع نشطة مع التقدم والصحة والمرحلة التالية والتواريخ.","`DashboardController.php`, `ProjectMetrics.php`","`ProjectMetricsIntegrationTest.php`","AC-DASH-001"
"FR-DASH-004","Functional","Implemented","يجب أن تعرض حتى 8 مهام اهتمام مرتبة بالموعد مع رابط تعديل إن كان المستخدم مديراً، أو رابط قائمة آمن خلاف ذلك.","`DashboardController.php`","`DashboardDrilldownTest.php`","AC-DASH-001"
"FR-DASH-005","Functional","Implemented","يجب أن تعرض المخاطر المفتوحة ذات الدرجة 16 فأكثر والمشكلات high/critical المفتوحة أو قيد التنفيذ.","`DashboardController.php`","`DashboardTest.php`","AC-DASH-001"
"FR-DASH-006","Functional","Implemented","يجب أن تعرض حمل الفريق بعدد المهام المفتوحة والمتأخرة لكل مسؤول وبند «غير مسند».","`DashboardController.php`","`DashboardDrilldownTest.php`","AC-DASH-001"
"FR-DASH-007","Functional","Implemented","يجب أن تعرض توزيع حالات المهام من حالات workflow الفعلية وتتيح drill-down مفلتر.","`DashboardController.php`","`DashboardDrilldownTest.php`","AC-DASH-001"
"FR-DASH-008","Functional","Implemented","يجب أن تعرض توزيع صحة المشاريع danger/attention/healthy من معادلة `ProjectMetrics` نفسها وتتيح drill-down مطابقاً.","`ProjectMetrics.php`, `DashboardController.php`","`ProjectMetricsIntegrationTest.php`, `DashboardDrilldownTest.php`","AC-DASH-001"
"FR-DASH-009","Functional","Implemented","يجب ألا يعرض النظام trend تاريخياً إذا لم توجد بيانات أحداث تاريخية تدعمه.","`DashboardController.php`, `dashboard.tsx`","مراجعة/`DashboardTest.php`","AC-DASH-001"
"FR-DAT-001","Functional","Implemented","يجب أن يحصر النظام مركز البيانات وDataJobs والاستيراد والنسخ في Admin.","`DataJobPolicy.php`","`DataCenterCsvTest.php`, `DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-002","Functional","Implemented","يجب أن يوفر قوالب CSV وXLSX وتصدير العملاء والمشاريع والمهام.","`CsvController.php`, `XlsxController.php`","`DataCenterCsvTest.php`, `DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-003","Functional","Implemented","يجب أن يوفر تصدير XLSX مفلتر للمستخدم المصرح خارج مركز Admin، ضمن نطاق القائمة وصلاحيتها.","`ScopedXlsxExportController.php`, `XlsxExportService.php`","`DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-004","Functional","Implemented","يجب أن يمنع التصدير spreadsheet formula injection في القيم النصية.","خدمات التصدير","`DataCenterCsvTest.php`, `DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-005","Functional","Implemented","يجب أن يقبل import preview للعملاء والمهام فقط بصيغة CSV أو XLSX ضمن الحجم المحدد.","طلبا preview","`DataCenterCsvTest.php`, `DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-006","Functional","Implemented","يجب أن يتحقق CSV من header ثابت ومكرر/ناقص/زائد وعدد الخلايا والترميز والصفوف الفارغة وحد الصفوف.","`CsvDataService.php`","`DataCenterCsvTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-007","Functional","Implemented","يجب أن يدعم CSV ترميز UTF-8 والتحويل من Windows-1256/1252 وISO-8859-1 عند اكتشافه بثقة.","`CsvDataService.php`","`DataCenterCsvTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-008","Functional","Implemented","يجب أن يرفض قيم الإدخال التي تبدأ بعلامات formula الخطرة، مع استثناء رقم هاتف موجب صالح.","`CsvDataService.php`","`DataCenterCsvTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-009","Functional","Implemented","يجب أن يتحقق XLSX من template version والورقة والعناوين، وأن يرفض formulas وmacros والعلاقات الخارجية وحزم ZIP الخطرة.","`XlsxDataService.php`","`DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-010","Functional","Implemented","يجب أن ينشئ preview سجل `DataJob` و`FileObject` وملخصاً وأخطاء sheet/row/field/code/message دون كتابة بيانات المجال.","`CsvImportService.php`","`DataCenterCsvTest.php`, `DataCenterXlsxTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-011","Functional","Implemented","يجب ألا يسمح commit إلا لـDataJob import بحالة validated وبـSHA-256 مطابق للملف المعاين.","`CommitCsvImportRequest.php`, `CsvImportService.php`","`DataCenterCsvTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-012","Functional","Implemented","يجب أن ينفذ commit الاستيراد ذريعاً؛ عند أي فشل لا تحفظ صفوف جزئية.","`CsvImportService@commit`","`DataCenterCsvTest.php`","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-013","Functional","Implemented","يجب أن يحفظ النظام حالة الوظيفة والملخص ووقت البدء والانتهاء ورسالة الفشل وأخطاء الصفوف.","`DataJob.php`, `CsvImportService.php`","اختبارات مركز البيانات","AC-IMP-001…004; AC-EXP-001"
"FR-DAT-014","Functional","Implemented","يجب أن يسمح بعرض قائمة الوظائف وتفاصيلها وأخطائها وملفها لـAdmin فقط.","`DataJobController.php`","اختبارات مركز البيانات","AC-IMP-001…004; AC-EXP-001"
"FR-FIL-001","Functional","Implemented","يجب أن يسمح برفع ملف إلى المشروع أو مهمة نشطة فيه أو متطلب نشط فيه فقط.","`StoreProjectFileRequest.php`, `ProjectFileService.php`","`ProjectFileTargetLinkTest.php`","AC-FIL-001…004"
"FR-FIL-002","Functional","Implemented","يجب أن يسمح بالرفع لـAdmin أو مدير المشروع أو عضو نشط بدور manager/member، وأن يمنع المستخدم ذي الدور العام Viewer صراحة حتى لو حمل دور مشروع آخر.","`ProjectPolicy@uploadFile`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-003","Functional","Implemented","يجب أن يتحقق النظام من الحجم والامتداد وMIME ومحتوى PDF/OpenXML/CSV/الصورة قبل التخزين.","`ProjectFileService::inspect`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-004","Functional","Implemented","يجب أن يرفض PDF ذا JavaScript/Launch/EmbeddedFile وOffice ذا macro أو حزمة ناقصة.","`ProjectFileService::validateContent`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-005","Functional","Implemented","يجب أن يخزن الملف باسم آمن ومفتاح عشوائي خاص مع الحجم وSHA-256 والرافع والوقت.","`ProjectFileService.php`, `FileObject.php`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-006","Functional","Implemented","يجب أن يطبق النظام حصة حجم للمشروع وللمستخدم/المشروع وحداً لعدد الملفات مع قفل يمنع السباق.","`ProjectFileService::assertQuota`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-007","Functional","Implemented","يجب أن يطبق النظام rate limit افتراضياً 20 طلب رفع/دقيقة لكل مستخدم/مشروع.","`AppServiceProvider.php`, `routes/web.php`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-008","Functional","Implemented","يجب أن يفحص النظام الملف عبر `MalwareScanner` المهيأ؛ clean→safe، infected→quarantined، failure→structurally_safe.","`ProjectFileScanner.php`","`CommandMalwareScannerTest.php`, `ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-009","Functional","Implemented","يجب أن يغلق الإنتاج الرفع إذا لم يهيأ ماسح فعلي.","`ProjectFileScanner::ensureUploadAvailable`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-010","Functional","Implemented","يجب ألا يتيح تنزيل الملف إلا إذا كان `safe` وله رابط نشط والمستخدم يملك عرض مشروع مرتبط.","`FileObjectPolicy.php`, `ProjectFileService@download`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-011","Functional","Implemented","يجب أن يعرض النظام metadata دون كشف `disk` أو `storage_key`.","`FileObject::$hidden`, `ProjectFileService::metadata`","`ProjectFileSecurityTest.php`","AC-FIL-001…004"
"FR-FIL-012","Functional","Implemented","يجب أن تؤرشف/تستعيد العملية رابط المرفق المستهدف دون حذف blob أو بقية الروابط.","`ProjectFileController.php`, `ProjectFileService.php`","`ProjectFileTargetLinkTest.php`","AC-FIL-001…004"
"FR-FIL-013","Functional","Implemented","يجب أن يسجل النظام محاولات الرفض والرفع والفحص والتنزيل والأرشفة والاستعادة في سجل النشاط.","`ProjectFileService.php`, `ProjectFileScanner.php`","`SecurityActivityAuditTest.php`, اختبارات الملفات","AC-FIL-001…004"
"FR-FIL-014","Functional","Implemented","يجب أن يحذف أمر الاحتفاظ الملفات اليتيمة فقط بعد المهلة وإعادة فحص كل مرجع، مع حجر قابل للتراجع وسجل نشاط.","`OrphanedFileGarbageCollector.php`","`OrphanedFileRetentionTest.php`","AC-FIL-001…004"
"FR-GOV-001","Functional","Implemented","يجب أن يعرض النظام مخاطر المشروع النشطة أو المؤرشفة مرتبة تنازلياً حسب الاحتمالية × الأثر.","`RiskController@index`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-002","Functional","Implemented","يجب أن يسمح بإنشاء مخاطرة بعنوان واحتمالية وأثر من 1 إلى 5 وحالة ومالك ومعالجة وموعد.","`SaveRiskRequest.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-003","Functional","Implemented","يجب أن يحصر حالات المخاطرة في open/monitoring/mitigated/accepted/closed.","`SaveRiskRequest.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-004","Functional","Implemented","يجب أن يكون مالك المخاطرة عضواً نشطاً في المشروع.","`SaveRiskRequest@after`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-005","Functional","Implemented","يجب أن يدعم تعديل وأرشفة واستعادة المخاطرة مع `lock_version` وسجل نشاط.","`RiskController.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-006","Functional","Implemented","يجب أن يعرض النظام مشكلات المشروع النشطة أو المؤرشفة مرتبة critical ثم high ثم medium ثم low.","`IssueController@index`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-007","Functional","Implemented","يجب أن يسمح بإنشاء مشكلة بعنوان وشدة وحالة ومالك وموعد ووصف وحل.","`SaveIssueRequest.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-008","Functional","Implemented","يجب أن يحصر حالات المشكلة في open/in_progress/resolved/closed وشدتها في low/medium/high/critical.","`SaveIssueRequest.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-009","Functional","Implemented","يجب أن يطلب حلاً غير فارغ قبل جعل المشكلة resolved أو closed.","`SaveIssueRequest@after`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-GOV-010","Functional","Implemented","يجب أن يدعم تعديل وأرشفة واستعادة المشكلة مع `lock_version` وسجل نشاط.","`IssueController.php`","`GovernanceResourcesTest.php`","AC-GOV-001…002"
"FR-INV-001","Functional","Implemented","يجب أن يحصر النظام الواجهة والمسارات في قوالب من النوع `invoice` فقط.","`SalesDocument.php`, `SaveSalesDocumentRequest.php`","`SalesDocumentWorkflowTest.php`, `SalesDocumentAuthorizationTest.php`","AC-INV-001…005"
"FR-INV-002","Functional","Implemented","يجب أن يسمح لـAdmin بعرض كل القوالب ولـPM بعرض القوالب التي أنشأها فقط، ويمنع Member/Viewer.","`SalesDocumentPolicy.php`, `SalesDocument::visibleTo`","`SalesDocumentAuthorizationTest.php`","AC-INV-001…005"
"FR-INV-003","Functional","Implemented","يجب أن يعرض القوالب النشطة أو المؤرشفة مع بحث بالرقم/العنوان/المرجع/العميل/المشروع وفلتر المشروع وترقيم 20.","`SalesController@index`","`SalesDocumentWorkflowTest.php`, `sales-smoke.mjs`","AC-INV-001…005"
"FR-INV-004","Functional","Implemented","يجب أن يسمح بإنشاء قالب مستقل دون عميل أو مشروع أو تاريخ إصدار.","migration `000440`, `SaveSalesDocumentRequest.php`","`SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-005","Functional","Implemented","يجب أن يحفظ عنواناً وبنداً واحداً على الأقل وعملة من LYD/USD/EUR وخصماً وضريبة من 0–100 وملاحظات ومرجعاً.","`SaveSalesDocumentRequest.php`","`SalesDocumentWorkflowTest.php`, `SalesCalculatorTest.php`","AC-INV-001…005"
"FR-INV-006","Functional","Implemented","يجب أن تكون الكمية أكبر من صفر وسعر الوحدة غير سالب، مع حدود decimal المحددة.","`SaveSalesDocumentRequest.php`","`SalesCalculatorTest.php`, `SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-007","Functional","Implemented","يجب أن يحسب النظام subtotal ثم الخصم ثم tax base ثم الضريبة ثم total باستخدام BCMath ودقة نقدية منزلتين.","`SalesCalculator.php`","`SalesCalculatorTest.php`","AC-INV-001…005"
"FR-INV-008","Functional","Implemented","يجب أن يتعامل النظام مع العميل والمشروع والتواريخ كسياق معاينة اختياري، وأن يرفض مشروعاً لا يتبع العميل المختار أو غير مرئي للمستخدم.","`SaveSalesDocumentRequest@after`","`SalesDocumentAuthorizationTest.php`, `SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-009","Functional","Implemented","يجب أن يولد النظام رقماً فريداً ذريعاً بصيغة prefix-year-sequence وفق إعداد invoice prefix والحشو.","`SalesDocumentNumberGenerator.php`","`SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-010","Functional","Implemented","يجب أن يلتقط النظام snapshot للعميل والشركة وقت الإنشاء، ويحدث snapshot العميل عند تغييره دون إعادة كتابة التاريخ السابق عشوائياً.","`SalesDocumentService.php`","`SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-011","Functional","Implemented","يجب أن يدعم تعديل المسودة، وأرشفة draft، واستعادة archived إلى draft، مع `lock_version` ومنع التعارض.","`SalesDocumentService.php`, `SalesDocumentLifecycle.php`","`SalesDocumentWorkflowTest.php`","AC-INV-001…005"
"FR-INV-012","Functional","Implemented","يجب أن ينشئ النسخ قالباً مستقلاً برقم جديد وبنود منسوخة، دون علاقة دفع أو `source_document_id`.","`SalesDocumentService@duplicate`","`SalesDocumentWorkflowTest.php`, `sales-smoke.mjs`","AC-INV-001…005"
"FR-INV-013","Functional","Implemented","يجب أن يولد PDF A4 مصرحاً بعلامة DRAFT/ARCHIVED ونص «نموذج/معاينة» ودون إثبات دفع.","`PdfExportService.php`, `pdf/sales-document.blade.php`","`PdfExportAuthorizationTest.php`, `sales-smoke.mjs`","AC-INV-001…005"
"FR-INV-014","Functional","Implemented","يجب أن تحذر واجهة محرر القالب قبل فقد المسودة وأن تعيد التركيز بعد الإغلاق.","`sales/index.tsx`","`ui-task-regressions.mjs`, `sales-smoke.mjs`","AC-INV-001…005"
"FR-INV-015","Functional","Implemented","يجب أن تعيد مسارات الربط القديمة للعروض والإيصالات والخطابات والفواتير ذات الحالة المحاسبية 404، مع إبقاء بياناتها التاريخية دون عرض.","`SalesDocument::resolveRouteBindingQuery`","`SalesDocumentAuthorizationTest.php`","AC-INV-001…005"
"FR-NTF-001","Functional","Implemented","يجب أن ينشئ scheduler تنبيهات قاعدة بيانات للمهام المتأخرة/القريبة والاجتماعات القادمة وفق الرؤية.","`NotificationCenterService.php`, `SyncNotifications.php`","`NotificationCenterTest.php`","AC-NTF-001…002"
"FR-NTF-002","Functional","Implemented","يجب أن تستخدم التنبيهات معرفاً مستقراً لكل مستخدم ومصدر لمنع التكرار.","`NotificationCenterService::stableId`","`NotificationCenterTest.php`","AC-NTF-001…002"
"FR-NTF-003","Functional","Implemented","يجب أن تحدث المزامنة التنبيه إذا تغير fingerprint، وأن تلغي التنبيه الذي لم يعد صالحاً أو مرئياً.","`NotificationCenterService::syncUser`","`NotificationCenterTest.php`","AC-NTF-001…002"
"FR-NTF-004","Functional","Implemented","يجب أن تسمح سياسة Admin بتفعيل فئات overdue/upcoming/meetings وتحديد lead window بين 1 و168 ساعة.","`UpdateSystemSettingsRequest.php`","`SystemSettingsTest.php`","AC-NTF-001…002"
"FR-NTF-005","Functional","Implemented","يجب أن تسمح التفضيلات الشخصية بتعطيل الفئات أو تقليل lead window، وألا تتجاوز سياسة النظام أو تفعل فئة معطلة.","`NotificationPreferencesRequest.php`, `NotificationCenterService.php`","`NotificationPreferencesTest.php`","AC-NTF-001…002"
"FR-NTF-006","Functional","Implemented","يجب أن يتحقق فتح التنبيه من السجل الحالي والصلاحية والسياسة، لا من URL مخزن.","`OpenNotificationController.php`, `NotificationCenterService::destination`","`NotificationCenterTest.php`","AC-NTF-001…002"
"FR-NTF-007","Functional","Implemented","يجب أن يعلم النظام التنبيه مقروءاً عند فتحه بنجاح، وأن يحذفه إذا صار قديماً أو غير مصرح.","`OpenNotificationController.php`","`NotificationCenterTest.php`, `notifications-smoke.mjs`","AC-NTF-001…002"
"FR-NTF-008","Functional","Implemented","يجب أن تتجاوز مزامنة التنبيهات دورتها بأمان إذا كانت استعادة النظام تمسك سياج الكتابة.","`SyncNotifications.php`, `RestoreWriteFence.php`","`RestoreWriteFenceTest.php`","AC-NTF-001…002"
"FR-PLN-001","Functional","Implemented","يجب أن يعرض النظام أسبوعاً محلياً من الأحد إلى السبت عند فتح لوحة المتابعة.","`WeeklyScheduleBuilder.php`","`WeeklyScheduleBuilderTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-002","Functional","Implemented","يجب أن يسمح باختيار تاريخ أسبوع والتحرك إلى السابق أو التالي.","`DashboardController.php`, `dashboard.tsx`","`WeeklyScheduleBuilderTest.php`, `smoke.mjs`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-003","Functional","Implemented","يجب أن يكون لكل مشروع مرئي نشط صف مستقل ولو لم توجد عناصر في الأسبوع.","`WeeklyScheduleBuilder.php`","`WeeklyScheduleBuilderTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-004","Functional","Implemented","يجب أن يمتد شريط المهمة من يوم البداية المحلي إلى يوم النهاية المحلي مع قصه عند حدود الأسبوع.","`WeeklyScheduleBuilder::placement`","`WeeklyScheduleBuilderTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-005","Functional","Implemented","يجب أن يبين الشريط استمرار العنصر قبل الأسبوع أو بعده، واليوم الحالي، وعطلة الجمعة/السبت.","`WeeklyScheduleBuilder.php`","`WeeklyScheduleBuilderTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-006","Functional","Implemented","يجب أن يوزع النظام الأشرطة المتداخلة على lanes، ويعرض حتى 3 lanes و50 شريطاً لكل مشروع مع عدد المخفي.","`WeeklyScheduleBuilder.php`","`WeeklyScheduleBuilderTest.php`, `PerformanceVolumeTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-007","Functional","Implemented","يجب أن تظهر الاجتماعات في الجدول الأسبوعي من `timeline_entries` ذات النوع `meeting` دون إنشاء نسخة ثانية.","`WeeklyScheduleBuilder.php`, `MeetingService.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-008","Functional","Implemented","يجب أن يسمح مدير المشروع بإنشاء بند زمني من milestone/delivery/review/deadline/phase/event.","`SaveTimelineEntryRequest.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-009","Functional","Implemented","يجب أن يحفظ البند عنواناً وبداية ونهاية اختيارية وحالة ومالكاً وملاحظة وmetadata.","`SaveTimelineEntryRequest.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-010","Functional","Implemented","يجب أن يدعم تعديل وأرشفة واستعادة البند غير الاجتماع مع `lock_version`.","`TimelineEntryPolicy.php`, `TimelineEntryController.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-011","Functional","Implemented","يجب أن ينشئ الاجتماع بنداً زمنياً موحداً من نوع `meeting` مع عنوان وبداية ونهاية صحيحتين.","`MeetingService@create`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-012","Functional","Implemented","يجب أن يحفظ الاجتماع منظماً ومكاناً ورابط HTTP/HTTPS وأجندة وملاحظة وحضوراً.","`SaveMeetingRequest.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-013","Functional","Implemented","يجب أن يكون المنظم وكل حاضر عضواً نشطاً في المشروع، وتكون حالة الحضور ضمن القيم الست المعتمدة.","`SaveMeetingRequest@after`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-014","Functional","Implemented","يجب أن يحدث تعديل الاجتماع سجلي meeting وtimeline والحضور ذريعاً وبنسخة قفل واحدة متسقة.","`MeetingService@update`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-015","Functional","Implemented","يجب أن يدعم أرشفة الاجتماع وبنده ومحضره/روابطه واستعادتها معاً دون حذفها.","`MeetingService.php`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-016","Functional","Implemented","يجب أن يسمح بمحضر واحد لكل اجتماع، بملخص إلزامي وقرارات وإجراءات وملف اختياري ومسجل ووقت تسجيل.","`SaveMeetingMinutesRequest.php`, `MeetingService@upsertMinutes`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-017","Functional","Implemented","يجب أن يمنع إرفاق ملف جديد و`file_object_id` معاً، وأن يرفض ملفاً غير آمن أو غير مملوك/مرتبط بالسياق.","`SaveMeetingMinutesRequest.php`","`TimelineMeetingWorkflowTest.php`, `ProjectFileSecurityTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PLN-018","Functional","Implemented","يجب أن يمنع تعارض تعديل المحضر باستخدام `lock_version`.","`MeetingService@upsertMinutes`","`TimelineMeetingWorkflowTest.php`","AC-SCH-001…003; AC-MTG-001…002; AC-MTGMIN-001…002"
"FR-PRJ-001","Functional","Implemented","يجب أن يعرض النظام للمستخدم المشاريع التي يديرها أو ينتمي إليها بعضوية نشطة؛ ويرى Admin الجميع.","`Project::visibleTo`, `ProjectPolicy.php`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-002","Functional","Implemented","يجب أن تدعم قائمة المشاريع البحث وفلاتر الحالة والأولوية والعميل والنشاط والمخاطرة والصحة والأرشيف.","`ProjectController@index`","`ProjectWorkflowTest.php`, `DashboardDrilldownTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-003","Functional","Implemented","يجب أن تدعم القائمة الفرز حسب النهاية والبداية والاسم والأولوية والإنشاء وترقيم 20 سجلاً.","`ProjectController@index`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-004","Functional","Implemented","يجب أن يسمح النظام لـAdmin وPM بإنشاء مشروع دون اشتراط وجود مهام.","`ProjectPolicy@create`, `ProjectController@store`","`ProjectWorkflowTest.php`, `critical-journey.mjs`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-005","Functional","Implemented","يجب أن يحفظ المشروع كوداً فريداً واسماً ووصفاً وعميلًا/جهة أساسية/مديراً اختياريين وحالة وأولوية وتواريخ.","`StoreProjectRequest.php`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-006","Functional","Implemented","يجب أن يمنع تاريخ نهاية المشروع السابق لتاريخ بدايته.","`StoreProjectRequest.php`, `UpdateProjectRequest.php`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-007","Functional","Implemented","يجب أن يمنع ربط جهة أساسية لا تتبع العميل المختار أو كانت غير نشطة.","طلبا المشروع","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-008","Functional","Implemented","يجب أن يضيف النظام المدير والمستخدم المنشئ كعضوين مديرين نشطين عند إنشاء المشروع.","`ProjectController@store`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-009","Functional","Implemented","يجب أن يسمح بإدارة عضويات المشروع وأدوارها للمستخدم الذي يملك `update` على المشروع.","`ProjectController@update`, `ProjectPolicy.php`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-010","Functional","Implemented","يجب أن يمنع الكتابة فوق تعديل مشروع أحدث باستخدام `lock_version` عند التعديل.","`UpdateProjectRequest.php`, `ProjectController@update`","`ProjectWorkflowTest.php`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-011","Functional","Implemented","يجب أن يوفر مساحة المشروع تبويبات overview والمتطلبات والمهام والزمن والاجتماعات والمخاطر والمشكلات والفريق والوثائق والعميل والنشاط.","`ProjectController@show`, `projects/show.tsx`","`governance-smoke.mjs`, `documents-data-settings-smoke.mjs`","AC-PRJ-001…004; AC-VIEW-001"
"FR-PRJ-012","Functional","Implemented","يجب أن يحمل النظام بيانات التبويب النشط فقط للموارد الكبيرة ويطبق ترقيماً يصل إلى 50 سجلاً في تبويبات الحوكمة.","`ProjectController@show`","`PerformanceVolumeTest.php`","AC-PRJ-001…004; AC-VIEW-001"
